country_code,ID,family_importance,friends_importance,leisure_importance,work_importance,freedom,life_satisfaction,financial_satisfaction,religiousity,political_scale,sex,birthyear,age,marital_status,employment
CAN,124072560,1.0,1.0,1.0,1.0,8.0,9.0,6.0,Not a religious person,1.0,Female,1992.0,27.0,Living together as married,Full time
CAN,124072561,1.0,3.0,3.0,4.0,7.0,7.0,8.0,A religious person,3.0,Male,1947.0,73.0,Married,Retired/pensioned
CAN,124072562,1.0,2.0,2.0,2.0,9.0,7.0,4.0,Not a religious person,1.0,Female,1983.0,37.0,Single,Student
CAN,124072563,2.0,2.0,1.0,1.0,9.0,7.0,7.0,Not a religious person,2.0,Male,1973.0,47.0,Living together as married,Full time
CAN,124072565,1.0,1.0,1.0,2.0,8.0,9.0,9.0,A religious person,7.0,Male,1978.0,42.0,Married,Self employed
CAN,124072566,1.0,2.0,2.0,2.0,9.0,8.0,7.0,Not a religious person,3.0,Male,1980.0,40.0,Living together as married,Full time
CAN,124072567,1.0,2.0,2.0,1.0,9.0,9.0,7.0,An atheist,4.0,Female,1981.0,39.0,Living together as married,Full time
CAN,124072568,1.0,1.0,1.0,1.0,9.0,9.0,8.0,Not a religious person,4.0,Female,1970.0,50.0,Married,Part time
CAN,124072569,1.0,2.0,2.0,1.0,7.0,3.0,7.0,Not a religious person,3.0,Female,2001.0,19.0,Single,Student
CAN,124072570,1.0,2.0,1.0,2.0,5.0,5.0,5.0,Not a religious person,5.0,Female,1995.0,25.0,Married,Part time
CAN,124072571,1.0,1.0,2.0,4.0,3.0,3.0,10.0,Not a religious person,10.0,Female,1950.0,70.0,Widowed,Retired/pensioned
CAN,124072573,2.0,2.0,2.0,2.0,8.0,7.0,7.0,Not a religious person,4.0,Male,2001.0,18.0,Single,Student
CAN,124072574,2.0,2.0,2.0,2.0,6.0,6.0,5.0,Not a religious person,6.0,Male,1995.0,25.0,Single,Unemployed
CAN,124072575,1.0,2.0,2.0,2.0,8.0,7.0,7.0,A religious person,5.0,Male,1978.0,41.0,Married,Full time
CAN,124072576,1.0,1.0,2.0,1.0,10.0,10.0,9.0,Not a religious person,5.0,Male,1969.0,51.0,Single,Full time
CAN,124072577,2.0,1.0,1.0,1.0,9.0,9.0,9.0,An atheist,5.0,Male,1961.0,59.0,Single,Full time
CAN,124072578,1.0,2.0,2.0,1.0,10.0,7.0,5.0,A religious person,3.0,Female,1961.0,59.0,Single,Full time
CAN,124072579,1.0,1.0,1.0,1.0,9.0,5.0,6.0,A religious person,5.0,Female,1995.0,25.0,Single,Full time
CAN,124072580,1.0,1.0,1.0,2.0,3.0,2.0,2.0,Not a religious person,1.0,Male,1989.0,30.0,Single,Unemployed
CAN,124072583,1.0,1.0,1.0,1.0,8.0,8.0,8.0,Not a religious person,5.0,Male,1991.0,29.0,Married,Full time
CAN,124072584,1.0,1.0,1.0,2.0,8.0,7.0,5.0,Not a religious person,8.0,Female,1989.0,30.0,Living together as married,Part time
CAN,124072585,1.0,1.0,1.0,2.0,6.0,5.0,3.0,A religious person,5.0,Female,1990.0,30.0,Living together as married,Self employed
CAN,124072586,1.0,1.0,2.0,2.0,7.0,5.0,9.0,Not a religious person,3.0,Female,1964.0,56.0,Single,Full time
CAN,124072587,3.0,2.0,1.0,2.0,5.0,6.0,6.0,An atheist,4.0,Female,1968.0,52.0,Single,Full time
CAN,124072588,2.0,2.0,1.0,3.0,8.0,5.0,9.0,A religious person,5.0,Female,1992.0,28.0,Living together as married,Self employed
CAN,124072589,2.0,3.0,1.0,1.0,8.0,7.0,8.0,Not a religious person,5.0,Male,2002.0,18.0,Living together as married,Full time
CAN,124072590,1.0,1.0,2.0,1.0,9.0,8.0,10.0,A religious person,8.0,Female,1998.0,22.0,Married,Full time
CAN,124072591,1.0,1.0,3.0,1.0,7.0,3.0,6.0,A religious person,1.0,Male,1994.0,26.0,Single,Student
CAN,124072592,1.0,1.0,1.0,2.0,10.0,8.0,10.0,An atheist,3.0,Male,1978.0,41.0,Married,Full time
CAN,124072593,1.0,1.0,1.0,2.0,10.0,9.0,9.0,An atheist,7.0,Female,1978.0,42.0,Married,Full time
CAN,124072594,3.0,1.0,2.0,3.0,6.0,5.0,4.0,Not a religious person,6.0,Female,1993.0,27.0,Living together as married,Student
CAN,124072596,1.0,1.0,1.0,1.0,10.0,7.0,10.0,A religious person,5.0,Female,1995.0,24.0,Married,Part time
CAN,124072597,1.0,1.0,2.0,1.0,8.0,10.0,8.0,An atheist,3.0,Male,1960.0,60.0,Married,Full time
CAN,124072598,1.0,2.0,2.0,4.0,10.0,9.0,7.0,Not a religious person,5.0,Female,1950.0,70.0,Living together as married,Retired/pensioned
CAN,124072599,2.0,2.0,1.0,2.0,8.0,8.0,7.0,Not a religious person,8.0,Male,1964.0,56.0,Married,Full time
CAN,124072600,1.0,1.0,2.0,2.0,10.0,8.0,8.0,A religious person,5.0,Male,1997.0,22.0,Single,Student
CAN,124072601,1.0,1.0,2.0,2.0,8.0,7.0,3.0,Not a religious person,7.0,Female,1980.0,40.0,Single,Homemaker not otherwise employed
CAN,124072602,1.0,1.0,1.0,1.0,10.0,9.0,8.0,An atheist,8.0,Male,1973.0,47.0,Single,Full time
CAN,124072603,1.0,1.0,2.0,2.0,9.0,7.0,8.0,Not a religious person,4.0,Female,1970.0,50.0,Single,Full time
CAN,124072604,1.0,1.0,1.0,2.0,7.0,8.0,8.0,A religious person,6.0,Female,1954.0,66.0,Single,Retired/pensioned
CAN,124072605,2.0,1.0,1.0,1.0,8.0,8.0,4.0,A religious person,4.0,Male,1990.0,29.0,Single,Full time
CAN,124072606,1.0,2.0,1.0,4.0,7.0,8.0,9.0,A religious person,5.0,Male,1957.0,63.0,Living together as married,Retired/pensioned
CAN,124072607,1.0,1.0,1.0,2.0,7.0,7.0,7.0,Not a religious person,7.0,Male,1993.0,26.0,Single,Full time
CAN,124072608,1.0,3.0,1.0,2.0,9.0,7.0,7.0,A religious person,4.0,Female,1988.0,32.0,Living together as married,Full time
CAN,124072611,1.0,1.0,1.0,2.0,8.0,8.0,7.0,An atheist,4.0,Male,1978.0,42.0,Married,Full time
CAN,124072612,1.0,1.0,1.0,1.0,10.0,6.0,6.0,An atheist,2.0,Female,1988.0,32.0,Single,Full time
CAN,124072613,2.0,2.0,1.0,1.0,3.0,1.0,1.0,Not a religious person,5.0,Male,1986.0,33.0,Single,Full time
CAN,124072614,1.0,1.0,2.0,2.0,8.0,8.0,8.0,A religious person,4.0,Male,1966.0,53.0,Married,Full time
CAN,124072615,1.0,1.0,1.0,1.0,8.0,9.0,10.0,A religious person,10.0,Female,1948.0,72.0,Married,Retired/pensioned
CAN,124072616,1.0,1.0,1.0,2.0,8.0,5.0,5.0,An atheist,2.0,Female,1992.0,27.0,Single,Self employed
CAN,124072617,1.0,2.0,2.0,1.0,8.0,9.0,8.0,A religious person,7.0,Female,1981.0,38.0,Married,Self employed
CAN,124072618,1.0,2.0,2.0,1.0,10.0,5.0,7.0,Not a religious person,5.0,Female,1993.0,27.0,Living together as married,Self employed
CAN,124072619,2.0,2.0,2.0,3.0,7.0,6.0,9.0,A religious person,7.0,Male,1962.0,58.0,Married,Full time
CAN,124072620,1.0,1.0,3.0,2.0,7.0,7.0,6.0,A religious person,7.0,Female,1987.0,33.0,Married,Full time
CAN,124072622,1.0,2.0,1.0,2.0,6.0,7.0,7.0,An atheist,6.0,Female,2001.0,19.0,Single,Student
CAN,124072623,1.0,1.0,1.0,4.0,10.0,10.0,2.0,A religious person,10.0,Male,1964.0,56.0,Married,Retired/pensioned
CAN,124072624,1.0,2.0,2.0,1.0,9.0,8.0,8.0,A religious person,5.0,Male,1966.0,53.0,Married,Part time
CAN,124072625,1.0,2.0,1.0,1.0,9.0,9.0,7.0,Not a religious person,8.0,Male,1982.0,38.0,Married,Full time
CAN,124072626,2.0,2.0,2.0,2.0,5.0,7.0,5.0,Not a religious person,5.0,Male,1973.0,46.0,Married,Unemployed
CAN,124072627,1.0,1.0,2.0,2.0,4.0,4.0,1.0,A religious person,6.0,Female,1994.0,25.0,Single,Full time
CAN,124072628,1.0,2.0,2.0,4.0,8.0,5.0,7.0,Not a religious person,6.0,Male,1955.0,64.0,Married,Retired/pensioned
CAN,124072629,1.0,2.0,1.0,2.0,7.0,8.0,7.0,A religious person,7.0,Male,1997.0,23.0,Single,Full time
CAN,124072630,1.0,1.0,2.0,1.0,8.0,7.0,7.0,Not a religious person,6.0,Male,2000.0,20.0,Single,Student
CAN,124072631,2.0,2.0,2.0,3.0,7.0,4.0,4.0,Not a religious person,5.0,Male,1958.0,62.0,Divorced,Retired/pensioned
CAN,124072632,2.0,3.0,1.0,1.0,5.0,5.0,5.0,An atheist,5.0,Male,1992.0,28.0,Married,Full time
CAN,124072633,1.0,1.0,1.0,1.0,8.0,8.0,4.0,Not a religious person,9.0,Female,1983.0,37.0,Married,Homemaker not otherwise employed
CAN,124072634,2.0,3.0,2.0,3.0,6.0,6.0,4.0,Not a religious person,5.0,Female,1980.0,41.0,Living together as married,Full time
CAN,124072636,1.0,1.0,1.0,3.0,10.0,8.0,8.0,Not a religious person,2.0,Female,1982.0,37.0,Living together as married,Full time
CAN,124072637,1.0,1.0,1.0,3.0,9.0,8.0,7.0,Not a religious person,5.0,Female,1954.0,66.0,Married,Retired/pensioned
CAN,124072638,1.0,1.0,2.0,2.0,5.0,4.0,4.0,Not a religious person,5.0,Female,1989.0,31.0,Separated,Full time
CAN,124072639,1.0,2.0,1.0,4.0,9.0,9.0,10.0,Not a religious person,5.0,Female,1954.0,66.0,Married,Retired/pensioned
CAN,124072640,2.0,2.0,2.0,2.0,8.0,7.0,7.0,Not a religious person,5.0,Male,1987.0,33.0,Single,Full time
CAN,124072641,1.0,2.0,2.0,1.0,8.0,7.0,7.0,An atheist,6.0,Male,1995.0,25.0,Single,Full time
CAN,124072642,1.0,2.0,1.0,2.0,9.0,9.0,6.0,An atheist,3.0,Male,1977.0,43.0,Married,Full time
CAN,124072643,1.0,1.0,1.0,1.0,3.0,7.0,8.0,A religious person,10.0,Female,1943.0,77.0,Married,Retired/pensioned
CAN,124072644,2.0,1.0,2.0,2.0,8.0,6.0,7.0,An atheist,4.0,Female,1982.0,38.0,Single,Full time
CAN,124072645,3.0,3.0,2.0,4.0,7.0,5.0,4.0,An atheist,2.0,Male,1966.0,54.0,Single,Unemployed
CAN,124072646,1.0,1.0,1.0,1.0,8.0,6.0,6.0,An atheist,7.0,Female,1988.0,32.0,Single,Full time
CAN,124072647,1.0,1.0,1.0,1.0,8.0,9.0,6.0,Not a religious person,3.0,Male,1974.0,46.0,Living together as married,Full time
CAN,124072648,1.0,1.0,1.0,1.0,8.0,9.0,9.0,Not a religious person,8.0,Female,1994.0,26.0,Single,Full time
CAN,124072649,1.0,1.0,1.0,1.0,5.0,8.0,8.0,A religious person,6.0,Male,1974.0,46.0,Single,Full time
CAN,124072650,1.0,1.0,1.0,1.0,8.0,8.0,7.0,Not a religious person,5.0,Female,1990.0,30.0,Living together as married,Student
CAN,124072651,1.0,1.0,2.0,4.0,7.0,7.0,8.0,A religious person,4.0,Female,1947.0,73.0,Divorced,Retired/pensioned
CAN,124072652,1.0,1.0,1.0,2.0,6.0,7.0,7.0,A religious person,5.0,Male,1969.0,51.0,Married,Full time
CAN,124072654,1.0,1.0,1.0,2.0,9.0,8.0,8.0,A religious person,3.0,Female,1952.0,67.0,Married,Retired/pensioned
CAN,124072655,1.0,1.0,1.0,1.0,7.0,5.0,7.0,A religious person,8.0,Male,1995.0,26.0,Single,Full time
CAN,124072656,1.0,1.0,1.0,3.0,8.0,7.0,3.0,A religious person,4.0,Female,1943.0,77.0,Widowed,Retired/pensioned
CAN,124072657,1.0,2.0,2.0,2.0,8.0,7.0,7.0,An atheist,5.0,Male,1993.0,27.0,Single,Student
CAN,124072658,1.0,3.0,1.0,2.0,7.0,6.0,5.0,Not a religious person,3.0,Male,1977.0,42.0,Married,Full time
CAN,124072660,1.0,1.0,2.0,1.0,10.0,9.0,10.0,A religious person,10.0,Female,1967.0,53.0,Married,Part time
CAN,124072661,1.0,3.0,2.0,2.0,8.0,8.0,8.0,A religious person,5.0,Female,1980.0,40.0,Married,Self employed
CAN,124072662,1.0,2.0,1.0,1.0,9.0,7.0,8.0,An atheist,7.0,Female,1991.0,29.0,Single,Full time
CAN,124072663,1.0,2.0,1.0,3.0,4.0,3.0,4.0,Not a religious person,3.0,Female,1961.0,59.0,Single,Other
CAN,124072664,1.0,1.0,1.0,2.0,7.0,8.0,7.0,Not a religious person,8.0,Male,1952.0,67.0,Married,Full time
CAN,124072665,1.0,1.0,2.0,2.0,9.0,10.0,10.0,Not a religious person,6.0,Female,1941.0,79.0,Married,Retired/pensioned
CAN,124072666,1.0,1.0,1.0,2.0,7.0,7.0,2.0,A religious person,2.0,Female,1986.0,34.0,Single,Full time
CAN,124072667,1.0,2.0,2.0,2.0,6.0,7.0,8.0,Not a religious person,7.0,Female,1989.0,31.0,Living together as married,Full time
CAN,124072668,1.0,1.0,1.0,2.0,8.0,7.0,7.0,Not a religious person,1.0,Female,1994.0,26.0,Living together as married,Full time
CAN,124072670,1.0,1.0,2.0,1.0,7.0,4.0,5.0,A religious person,3.0,Female,2001.0,19.0,Single,Student
CAN,124072671,2.0,2.0,3.0,2.0,7.0,6.0,5.0,Not a religious person,4.0,Male,1990.0,32.0,Living together as married,Full time
CAN,124072672,1.0,1.0,1.0,2.0,7.0,8.0,10.0,A religious person,5.0,Male,1991.0,29.0,Married,Full time
CAN,124072673,2.0,3.0,1.0,1.0,7.0,6.0,8.0,Not a religious person,6.0,Male,1997.0,23.0,Single,Student
CAN,124072674,1.0,3.0,1.0,2.0,5.0,5.0,5.0,Not a religious person,5.0,Male,1967.0,53.0,Married,Unemployed
CAN,124072675,1.0,1.0,1.0,2.0,8.0,8.0,8.0,A religious person,4.0,Female,1946.0,74.0,Divorced,Retired/pensioned
CAN,124072676,1.0,1.0,2.0,1.0,9.0,9.0,9.0,A religious person,5.0,Female,1954.0,66.0,Married,Retired/pensioned
CAN,124072677,1.0,1.0,1.0,2.0,8.0,7.0,2.0,A religious person,8.0,Female,1961.0,58.0,Single,Full time
CAN,124072678,1.0,1.0,1.0,2.0,6.0,6.0,7.0,A religious person,5.0,Male,1999.0,21.0,Married,Full time
CAN,124072679,2.0,2.0,1.0,3.0,9.0,5.0,7.0,An atheist,6.0,Female,1997.0,23.0,Single,Student
CAN,124072681,1.0,1.0,2.0,2.0,8.0,7.0,9.0,Not a religious person,4.0,Female,1954.0,66.0,Married,Retired/pensioned
CAN,124072682,2.0,2.0,1.0,3.0,5.0,6.0,8.0,Not a religious person,8.0,Male,1959.0,61.0,Living together as married,Retired/pensioned
CAN,124072683,1.0,2.0,1.0,2.0,9.0,8.0,8.0,A religious person,7.0,Male,1970.0,50.0,Married,Full time
CAN,124072684,1.0,2.0,1.0,1.0,8.0,9.0,9.0,Not a religious person,5.0,Female,1990.0,29.0,Single,Full time
CAN,124072686,1.0,2.0,2.0,1.0,4.0,6.0,3.0,Not a religious person,5.0,Female,1967.0,53.0,Married,Full time
CAN,124072687,1.0,2.0,1.0,4.0,3.0,4.0,8.0,A religious person,10.0,Female,1949.0,71.0,Married,Retired/pensioned
CAN,124072689,1.0,2.0,2.0,2.0,8.0,8.0,8.0,Not a religious person,4.0,Female,1964.0,56.0,Married,Full time
CAN,124072690,2.0,1.0,2.0,4.0,9.0,9.0,9.0,An atheist,1.0,Male,1958.0,62.0,Living together as married,Retired/pensioned
CAN,124072691,1.0,1.0,2.0,1.0,7.0,8.0,7.0,A religious person,5.0,Female,1957.0,63.0,Married,Retired/pensioned
CAN,124072692,2.0,1.0,1.0,2.0,5.0,3.0,1.0,Not a religious person,3.0,Female,1982.0,37.0,Single,Full time
CAN,124072693,1.0,1.0,2.0,1.0,5.0,4.0,1.0,A religious person,5.0,Female,1975.0,45.0,Single,Unemployed
CAN,124072694,2.0,2.0,2.0,2.0,7.0,8.0,8.0,A religious person,8.0,Male,1997.0,23.0,Married,Full time
CAN,124072696,3.0,2.0,1.0,3.0,6.0,2.0,1.0,A religious person,2.0,Male,1982.0,38.0,Single,Unemployed
CAN,124072697,3.0,3.0,3.0,3.0,8.0,8.0,7.0,A religious person,9.0,Male,1981.0,39.0,Married,Full time
CAN,124072698,1.0,1.0,1.0,2.0,10.0,10.0,5.0,Not a religious person,5.0,Female,1959.0,61.0,Married,Full time
CAN,124072699,1.0,1.0,2.0,1.0,7.0,7.0,6.0,A religious person,5.0,Female,1960.0,60.0,Separated,Retired/pensioned
CAN,124072700,2.0,2.0,2.0,1.0,5.0,7.0,7.0,Not a religious person,7.0,Female,1996.0,24.0,Living together as married,Full time
CAN,124072701,1.0,1.0,1.0,2.0,5.0,7.0,5.0,Not a religious person,1.0,Male,1984.0,36.0,Living together as married,Full time
CAN,124072702,1.0,1.0,1.0,1.0,8.0,8.0,5.0,Not a religious person,4.0,Male,1997.0,23.0,Living together as married,Student
CAN,124072703,2.0,2.0,2.0,2.0,10.0,10.0,10.0,An atheist,5.0,Male,1966.0,53.0,Married,Full time
CAN,124072704,1.0,2.0,2.0,1.0,8.0,8.0,7.0,A religious person,6.0,Female,1984.0,35.0,Living together as married,Full time
CAN,124072705,1.0,1.0,1.0,2.0,9.0,9.0,7.0,Not a religious person,6.0,Female,1968.0,51.0,Married,Part time
CAN,124072706,1.0,2.0,2.0,3.0,5.0,5.0,4.0,Not a religious person,5.0,Female,1959.0,61.0,Married,Unemployed
CAN,124072707,1.0,1.0,1.0,2.0,7.0,7.0,5.0,Not a religious person,3.0,Female,1989.0,31.0,Married,Full time
CAN,124072708,1.0,2.0,2.0,3.0,3.0,4.0,4.0,A religious person,2.0,Female,1971.0,49.0,Married,Full time
CAN,124072709,2.0,2.0,1.0,3.0,6.0,6.0,7.0,An atheist,3.0,Male,1955.0,65.0,Single,Full time
CAN,124072710,1.0,1.0,1.0,2.0,9.0,7.0,5.0,A religious person,7.0,Female,1967.0,53.0,Married,Unemployed
CAN,124072711,2.0,2.0,2.0,2.0,6.0,7.0,7.0,A religious person,7.0,Male,1992.0,22.0,Married,Full time
CAN,124072712,2.0,2.0,1.0,2.0,7.0,5.0,6.0,Not a religious person,4.0,Male,1984.0,36.0,Married,Full time
CAN,124072714,1.0,1.0,1.0,2.0,10.0,9.0,9.0,Not a religious person,6.0,Female,1976.0,43.0,Living together as married,Self employed
CAN,124072715,1.0,1.0,2.0,2.0,8.0,8.0,6.0,A religious person,5.0,Female,1952.0,68.0,Separated,Retired/pensioned
CAN,124072716,1.0,1.0,1.0,1.0,6.0,6.0,5.0,Not a religious person,6.0,Male,1995.0,25.0,Single,Part time
CAN,124072717,1.0,2.0,2.0,2.0,9.0,9.0,9.0,Not a religious person,8.0,Female,1962.0,58.0,Married,Full time
CAN,124072718,1.0,2.0,1.0,2.0,9.0,8.0,6.0,A religious person,5.0,Female,1980.0,40.0,Single,Full time
CAN,124072721,1.0,1.0,2.0,3.0,8.0,9.0,8.0,Not a religious person,5.0,Male,1952.0,68.0,Living together as married,Retired/pensioned
CAN,124072723,1.0,2.0,1.0,2.0,7.0,6.0,7.0,A religious person,7.0,Male,1956.0,64.0,Single,Self employed
CAN,124072724,1.0,1.0,2.0,2.0,8.0,7.0,9.0,A religious person,8.0,Male,1936.0,84.0,Married,Retired/pensioned
CAN,124072725,1.0,1.0,2.0,4.0,9.0,9.0,9.0,Not a religious person,5.0,Female,1946.0,73.0,Married,Retired/pensioned
CAN,124072726,1.0,3.0,2.0,2.0,10.0,9.0,8.0,A religious person,5.0,Female,1968.0,52.0,Married,Full time
CAN,124072727,1.0,1.0,1.0,2.0,7.0,6.0,5.0,Not a religious person,4.0,Female,1995.0,25.0,Single,Unemployed
CAN,124072728,1.0,1.0,1.0,2.0,9.0,9.0,9.0,A religious person,8.0,Male,1946.0,74.0,Married,Retired/pensioned
CAN,124072729,1.0,1.0,1.0,3.0,3.0,3.0,5.0,An atheist,5.0,Female,1977.0,43.0,Married,Other
CAN,124072730,1.0,1.0,2.0,2.0,9.0,9.0,3.0,Not a religious person,5.0,Female,2000.0,20.0,Living together as married,Student
CAN,124072731,3.0,2.0,2.0,1.0,10.0,8.0,4.0,A religious person,5.0,Female,1988.0,31.0,Living together as married,Self employed
CAN,124072732,1.0,1.0,2.0,2.0,6.0,6.0,5.0,Not a religious person,5.0,Male,1972.0,48.0,Single,Other
CAN,124072733,2.0,2.0,2.0,2.0,10.0,7.0,5.0,A religious person,1.0,Female,1990.0,30.0,Married,Full time
CAN,124072734,1.0,1.0,1.0,1.0,8.0,8.0,8.0,Not a religious person,7.0,Female,1997.0,23.0,Single,Student
CAN,124072736,1.0,2.0,2.0,2.0,5.0,8.0,4.0,A religious person,5.0,Female,1988.0,32.0,Married,Full time
CAN,124072737,1.0,2.0,2.0,1.0,8.0,7.0,8.0,A religious person,4.0,Male,1977.0,43.0,Married,Full time
CAN,124072738,1.0,1.0,1.0,3.0,7.0,8.0,8.0,An atheist,5.0,Male,1973.0,47.0,Separated,Full time
CAN,124072739,2.0,2.0,2.0,2.0,8.0,8.0,8.0,A religious person,5.0,Female,1964.0,56.0,Single,Full time
CAN,124072740,2.0,2.0,2.0,2.0,6.0,7.0,6.0,Not a religious person,5.0,Female,1993.0,26.0,Living together as married,Full time
CAN,124072741,1.0,2.0,1.0,1.0,6.0,6.0,5.0,A religious person,5.0,Male,1990.0,30.0,Married,Full time
CAN,124072742,3.0,2.0,1.0,2.0,7.0,6.0,6.0,Not a religious person,6.0,Female,1988.0,32.0,Married,Full time
CAN,124072743,1.0,4.0,1.0,4.0,1.0,5.0,8.0,Not a religious person,3.0,Female,1997.0,22.0,Married,Homemaker not otherwise employed
CAN,124072744,1.0,2.0,2.0,2.0,9.0,9.0,8.0,Not a religious person,5.0,Male,1991.0,28.0,Living together as married,Homemaker not otherwise employed
CAN,124072745,1.0,1.0,2.0,1.0,7.0,7.0,7.0,A religious person,5.0,Female,1980.0,40.0,Single,Student
CAN,124072747,2.0,2.0,2.0,3.0,8.0,5.0,5.0,A religious person,10.0,Male,1960.0,60.0,Married,Full time
CAN,124072748,1.0,1.0,1.0,2.0,8.0,8.0,6.0,Not a religious person,6.0,Male,1949.0,71.0,Married,Retired/pensioned
CAN,124072749,1.0,1.0,2.0,1.0,7.0,6.0,6.0,Not a religious person,5.0,Female,2002.0,18.0,Single,Student
CAN,124072750,1.0,2.0,1.0,1.0,8.0,6.0,4.0,Not a religious person,6.0,Male,1972.0,48.0,Married,Full time
CAN,124072751,2.0,2.0,1.0,1.0,7.0,8.0,6.0,Not a religious person,6.0,Male,1999.0,21.0,Single,Student
CAN,124072752,1.0,2.0,1.0,1.0,10.0,7.0,3.0,A religious person,6.0,Male,1961.0,58.0,Married,Full time
CAN,124072753,1.0,2.0,2.0,1.0,8.0,6.0,4.0,A religious person,2.0,Female,1981.0,39.0,Separated,Full time
CAN,124072755,1.0,1.0,2.0,2.0,6.0,5.0,7.0,An atheist,4.0,Female,1988.0,32.0,Married,Full time
CAN,124072756,2.0,3.0,2.0,3.0,4.0,3.0,3.0,A religious person,6.0,Female,1986.0,34.0,Single,Unemployed
CAN,124072757,1.0,3.0,2.0,3.0,7.0,7.0,6.0,A religious person,6.0,Female,1993.0,27.0,Married,Homemaker not otherwise employed
CAN,124072758,2.0,4.0,2.0,3.0,4.0,3.0,3.0,An atheist,3.0,Female,1981.0,39.0,Single,Unemployed
CAN,124072760,1.0,1.0,1.0,1.0,10.0,7.0,1.0,Not a religious person,6.0,Female,1994.0,26.0,Single,Full time
CAN,124072762,2.0,3.0,2.0,2.0,5.0,5.0,1.0,Not a religious person,5.0,Male,1992.0,27.0,Single,Full time
CAN,124072764,1.0,1.0,1.0,1.0,8.0,9.0,8.0,A religious person,7.0,Female,1965.0,55.0,Married,Full time
CAN,124072765,1.0,1.0,2.0,2.0,8.0,9.0,9.0,An atheist,3.0,Male,1948.0,72.0,Married,Retired/pensioned
CAN,124072767,1.0,1.0,1.0,2.0,8.0,9.0,8.0,Not a religious person,6.0,Female,2000.0,20.0,Single,Part time
CAN,124072768,1.0,1.0,2.0,2.0,8.0,8.0,6.0,A religious person,8.0,Female,1988.0,32.0,Married,Full time
CAN,124072769,1.0,1.0,1.0,2.0,6.0,6.0,5.0,Not a religious person,7.0,Male,1981.0,38.0,Separated,Full time
CAN,124072770,1.0,1.0,2.0,2.0,7.0,7.0,7.0,A religious person,7.0,Female,1988.0,32.0,Married,Full time
CAN,124072771,1.0,2.0,1.0,2.0,6.0,7.0,7.0,Not a religious person,7.0,Male,1990.0,29.0,Married,Full time
CAN,124072772,2.0,2.0,1.0,1.0,6.0,7.0,6.0,A religious person,8.0,Female,1997.0,23.0,Single,Part time
CAN,124072773,1.0,1.0,1.0,1.0,7.0,7.0,7.0,A religious person,8.0,Female,1970.0,50.0,Married,Part time
CAN,124072774,1.0,1.0,1.0,2.0,3.0,4.0,3.0,An atheist,1.0,Female,1946.0,74.0,Married,Retired/pensioned
CAN,124072775,1.0,1.0,2.0,2.0,8.0,8.0,9.0,An atheist,5.0,Female,1971.0,49.0,Single,Full time
CAN,124072776,1.0,1.0,2.0,2.0,8.0,5.0,5.0,A religious person,4.0,Female,1992.0,28.0,Single,Full time
CAN,124072777,1.0,2.0,2.0,1.0,10.0,6.0,7.0,A religious person,8.0,Male,1975.0,44.0,Separated,Full time
CAN,124072778,1.0,1.0,2.0,2.0,7.0,7.0,7.0,Not a religious person,8.0,Female,1987.0,33.0,Living together as married,Full time
CAN,124072779,1.0,1.0,1.0,2.0,10.0,10.0,8.0,A religious person,5.0,Female,1967.0,53.0,Living together as married,Full time
CAN,124072780,1.0,2.0,1.0,1.0,10.0,9.0,8.0,A religious person,8.0,Male,1990.0,30.0,Married,Full time
CAN,124072781,1.0,2.0,1.0,2.0,8.0,8.0,8.0,Not a religious person,8.0,Female,1966.0,54.0,Married,Retired/pensioned
CAN,124072782,1.0,2.0,2.0,1.0,7.0,7.0,6.0,Not a religious person,5.0,Female,2000.0,20.0,Single,Part time
CAN,124072783,1.0,1.0,1.0,1.0,5.0,5.0,3.0,An atheist,5.0,Male,1992.0,28.0,Living together as married,Unemployed
CAN,124072784,3.0,2.0,1.0,2.0,7.0,7.0,7.0,Not a religious person,6.0,Male,1968.0,52.0,Single,Part time
CAN,124072785,1.0,1.0,2.0,2.0,9.0,9.0,9.0,Not a religious person,5.0,Female,1969.0,51.0,Married,Full time
CAN,124072786,1.0,1.0,2.0,1.0,9.0,9.0,4.0,A religious person,7.0,Female,1992.0,27.0,Married,Full time
CAN,124072787,1.0,1.0,1.0,2.0,8.0,7.0,7.0,Not a religious person,4.0,Male,1976.0,43.0,Single,Full time
CAN,124072788,1.0,2.0,1.0,2.0,5.0,5.0,5.0,Not a religious person,5.0,Female,1988.0,32.0,Married,Unemployed
CAN,124072789,2.0,3.0,1.0,1.0,5.0,5.0,6.0,An atheist,10.0,Male,1992.0,27.0,Single,Full time
CAN,124072790,1.0,1.0,2.0,2.0,7.0,7.0,7.0,An atheist,3.0,Male,1985.0,35.0,Married,Full time
CAN,124072791,1.0,1.0,1.0,1.0,6.0,7.0,8.0,An atheist,1.0,Male,1986.0,34.0,Married,Full time
CAN,124072793,1.0,1.0,2.0,1.0,7.0,6.0,7.0,Not a religious person,7.0,Male,1974.0,46.0,Single,Full time
CAN,124072794,3.0,2.0,2.0,1.0,8.0,5.0,6.0,An atheist,6.0,Male,1970.0,50.0,Single,Full time
CAN,124072795,1.0,2.0,3.0,2.0,8.0,7.0,7.0,Not a religious person,5.0,Female,1962.0,58.0,Married,Full time
CAN,124072796,2.0,4.0,4.0,2.0,4.0,3.0,2.0,Not a religious person,5.0,Male,1991.0,29.0,Single,Full time
