country_code,ID,family_importance,friends_importance,leisure_importance,work_importance,freedom,life_satisfaction,financial_satisfaction,religiousity,political_scale,sex,birthyear,age,marital_status,employment
CAN,124070003,1.0,1.0,1.0,1.0,7.0,5.0,8.0,A religious person,10.0,Female,1944.0,76.0,Separated,Retired/pensioned
CAN,124070004,1.0,1.0,2.0,1.0,5.0,8.0,2.0,A religious person,5.0,Male,1951.0,69.0,Married,Retired/pensioned
CAN,124070005,2.0,2.0,2.0,2.0,8.0,9.0,8.0,An atheist,2.0,Female,1984.0,35.0,Living together as married,Part time
CAN,124070006,1.0,2.0,2.0,2.0,4.0,7.0,8.0,A religious person,8.0,Male,1975.0,45.0,Married,Full time
CAN,124070008,1.0,2.0,2.0,2.0,7.0,1.0,9.0,Not a religious person,6.0,Male,1988.0,32.0,Divorced,Full time
CAN,124070009,1.0,2.0,2.0,1.0,6.0,7.0,8.0,An atheist,6.0,Male,1982.0,38.0,Married,Full time
CAN,124070010,1.0,1.0,1.0,1.0,9.0,9.0,9.0,An atheist,7.0,Male,1981.0,38.0,Married,Self employed
CAN,124070011,1.0,2.0,2.0,2.0,7.0,6.0,5.0,A religious person,5.0,Female,1985.0,34.0,Married,Unemployed
CAN,124070012,1.0,1.0,1.0,1.0,8.0,7.0,6.0,Not a religious person,6.0,Male,1955.0,65.0,Widowed,Self employed
CAN,124070013,1.0,3.0,2.0,2.0,6.0,6.0,9.0,A religious person,4.0,Male,1989.0,31.0,Single,Full time
CAN,124070014,1.0,1.0,1.0,1.0,8.0,7.0,5.0,Not a religious person,5.0,Female,1993.0,27.0,Single,Full time
CAN,124070015,1.0,2.0,1.0,2.0,10.0,10.0,7.0,Not a religious person,4.0,Male,1987.0,33.0,Married,Full time
CAN,124070016,1.0,1.0,2.0,4.0,8.0,8.0,9.0,An atheist,1.0,Male,1954.0,66.0,Widowed,Retired/pensioned
CAN,124070017,1.0,1.0,2.0,1.0,9.0,10.0,9.0,Not a religious person,7.0,Female,1970.0,50.0,Married,Homemaker not otherwise employed
CAN,124070018,1.0,1.0,1.0,3.0,7.0,6.0,7.0,Not a religious person,2.0,Female,1999.0,20.0,Single,Student
CAN,124070019,2.0,3.0,2.0,3.0,6.0,7.0,8.0,A religious person,8.0,Male,1986.0,34.0,Living together as married,Self employed
CAN,124070020,1.0,2.0,2.0,4.0,9.0,9.0,9.0,A religious person,6.0,Female,1946.0,74.0,Married,Retired/pensioned
CAN,124070021,2.0,1.0,1.0,2.0,5.0,7.0,6.0,An atheist,7.0,Female,1973.0,48.0,Married,Full time
CAN,124070022,1.0,3.0,1.0,4.0,7.0,3.0,8.0,An atheist,6.0,Female,1969.0,51.0,Living together as married,Full time
CAN,124070023,1.0,1.0,1.0,1.0,10.0,8.0,10.0,An atheist,1.0,Female,1984.0,36.0,Living together as married,Full time
CAN,124070024,1.0,1.0,1.0,2.0,7.0,7.0,6.0,A religious person,9.0,Male,1987.0,32.0,Married,Full time
CAN,124070025,1.0,1.0,1.0,4.0,8.0,8.0,8.0,Not a religious person,6.0,Male,1948.0,72.0,Widowed,Retired/pensioned
CAN,124070026,1.0,2.0,1.0,1.0,8.0,7.0,6.0,A religious person,6.0,Male,1995.0,25.0,Single,Part time
CAN,124070027,1.0,2.0,2.0,1.0,8.0,8.0,8.0,Not a religious person,5.0,Male,1978.0,42.0,Living together as married,Full time
CAN,124070028,1.0,1.0,1.0,1.0,7.0,8.0,7.0,Not a religious person,8.0,Female,1991.0,29.0,Single,Full time
CAN,124070029,1.0,1.0,2.0,1.0,10.0,8.0,9.0,A religious person,9.0,Male,1990.0,30.0,Married,Full time
CAN,124070030,1.0,3.0,1.0,3.0,10.0,9.0,9.0,Not a religious person,3.0,Male,1955.0,65.0,Married,Self employed
CAN,124070031,1.0,1.0,2.0,2.0,7.0,6.0,8.0,Not a religious person,5.0,Female,2001.0,19.0,Single,Part time
CAN,124070032,1.0,2.0,2.0,3.0,10.0,9.0,9.0,Not a religious person,6.0,Male,1953.0,66.0,Married,Unemployed
CAN,124070033,1.0,1.0,1.0,3.0,7.0,8.0,3.0,Not a religious person,9.0,Male,1982.0,38.0,Separated,Full time
CAN,124070034,1.0,2.0,1.0,2.0,8.0,6.0,4.0,A religious person,3.0,Male,1972.0,48.0,Married,Full time
CAN,124070035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,A religious person,10.0,Male,1979.0,40.0,Single,Unemployed
CAN,124070036,1.0,2.0,1.0,1.0,7.0,7.0,6.0,Not a religious person,4.0,Female,1968.0,52.0,Divorced,Part time
CAN,124070037,2.0,2.0,2.0,3.0,5.0,4.0,4.0,A religious person,6.0,Female,1986.0,34.0,Single,Student
CAN,124070038,3.0,2.0,3.0,2.0,7.0,7.0,4.0,A religious person,7.0,Male,1977.0,43.0,Married,Full time
CAN,124070039,2.0,2.0,2.0,3.0,7.0,7.0,5.0,An atheist,8.0,Male,1990.0,30.0,Single,Self employed
CAN,124070040,1.0,2.0,3.0,4.0,4.0,4.0,3.0,Not a religious person,4.0,Female,1976.0,44.0,Separated,Other
CAN,124070041,1.0,1.0,1.0,3.0,7.0,6.0,5.0,A religious person,6.0,Female,1993.0,27.0,Living together as married,Student
CAN,124070042,1.0,2.0,2.0,2.0,8.0,7.0,6.0,Not a religious person,5.0,Female,1960.0,59.0,Married,Self employed
CAN,124070043,1.0,2.0,1.0,1.0,7.0,8.0,8.0,A religious person,4.0,Female,2001.0,19.0,Single,Student
CAN,124070045,2.0,2.0,2.0,2.0,6.0,6.0,6.0,Not a religious person,5.0,Male,1990.0,29.0,Single,Full time
CAN,124070046,1.0,1.0,1.0,2.0,8.0,8.0,8.0,Not a religious person,8.0,Male,1984.0,36.0,Married,Full time
CAN,124070047,1.0,2.0,2.0,2.0,7.0,5.0,3.0,An atheist,1.0,Female,1987.0,33.0,Married,Part time
CAN,124070048,1.0,2.0,2.0,1.0,8.0,7.0,5.0,Not a religious person,3.0,Female,1980.0,40.0,Separated,Full time
CAN,124070049,1.0,1.0,1.0,1.0,7.0,8.0,8.0,An atheist,3.0,Female,1993.0,27.0,Single,Part time
CAN,124070050,1.0,1.0,2.0,2.0,9.0,9.0,8.0,A religious person,5.0,Female,1969.0,51.0,Divorced,Full time
CAN,124070051,2.0,2.0,2.0,1.0,9.0,6.0,6.0,A religious person,5.0,Male,1996.0,24.0,Single,Full time
CAN,124070053,1.0,2.0,3.0,1.0,8.0,8.0,6.0,Not a religious person,9.0,Male,1970.0,49.0,Married,Self employed
CAN,124070054,1.0,1.0,1.0,1.0,8.0,9.0,9.0,A religious person,2.0,Female,1990.0,30.0,Living together as married,Full time
CAN,124070055,1.0,2.0,2.0,1.0,9.0,8.0,6.0,A religious person,7.0,Female,1981.0,39.0,Married,Self employed
CAN,124070056,1.0,2.0,1.0,2.0,8.0,8.0,8.0,Not a religious person,8.0,Male,1982.0,38.0,Married,Full time
CAN,124070057,2.0,2.0,2.0,3.0,9.0,9.0,9.0,A religious person,9.0,Male,1962.0,58.0,Single,Retired/pensioned
CAN,124070058,1.0,1.0,1.0,2.0,9.0,9.0,8.0,Not a religious person,7.0,Male,1987.0,33.0,Married,Full time
CAN,124070059,1.0,1.0,1.0,2.0,6.0,7.0,3.0,An atheist,10.0,Male,1977.0,43.0,Married,Self employed
CAN,124070060,1.0,2.0,1.0,2.0,9.0,7.0,6.0,Not a religious person,7.0,Male,1971.0,49.0,Single,Part time
CAN,124070061,1.0,1.0,2.0,3.0,6.0,3.0,5.0,An atheist,3.0,Male,1981.0,39.0,Living together as married,Unemployed
CAN,124070062,2.0,2.0,1.0,4.0,8.0,8.0,10.0,An atheist,5.0,Male,1948.0,71.0,Married,Retired/pensioned
CAN,124070063,1.0,3.0,1.0,2.0,10.0,10.0,10.0,A religious person,8.0,Male,1965.0,55.0,Married,Full time
CAN,124070064,1.0,1.0,2.0,2.0,8.0,6.0,9.0,A religious person,7.0,Male,1990.0,30.0,Married,Full time
CAN,124070066,1.0,1.0,1.0,1.0,8.0,8.0,8.0,An atheist,3.0,Female,1988.0,32.0,Living together as married,Full time
CAN,124070067,1.0,1.0,2.0,2.0,9.0,8.0,7.0,Not a religious person,4.0,Female,1998.0,22.0,Single,Student
CAN,124070068,2.0,2.0,2.0,2.0,8.0,7.0,6.0,An atheist,5.0,Male,1969.0,51.0,Living together as married,Full time
CAN,124070069,1.0,2.0,3.0,2.0,6.0,6.0,5.0,Not a religious person,5.0,Female,1977.0,42.0,Single,Full time
CAN,124070070,1.0,2.0,2.0,3.0,9.0,8.0,8.0,Not a religious person,8.0,Male,1998.0,22.0,Single,Student
CAN,124070071,1.0,1.0,2.0,1.0,8.0,8.0,2.0,A religious person,4.0,Male,1953.0,67.0,Married,Part time
CAN,124070072,1.0,2.0,1.0,1.0,7.0,6.0,7.0,Not a religious person,3.0,Male,1945.0,74.0,Married,Unemployed
CAN,124070073,1.0,2.0,1.0,2.0,10.0,10.0,10.0,An atheist,6.0,Female,1978.0,42.0,Living together as married,Full time
CAN,124070074,1.0,1.0,1.0,2.0,8.0,5.0,3.0,An atheist,3.0,Male,1989.0,31.0,Separated,Full time
CAN,124070100,1.0,2.0,3.0,2.0,7.0,8.0,8.0,A religious person,7.0,Male,1976.0,44.0,Living together as married,Full time
CAN,124070101,1.0,2.0,1.0,2.0,1.0,7.0,5.0,A religious person,8.0,Male,1964.0,55.0,Married,Full time
CAN,124070102,1.0,1.0,1.0,3.0,8.0,9.0,5.0,An atheist,5.0,Female,1952.0,68.0,Divorced,Retired/pensioned
CAN,124070104,1.0,2.0,2.0,2.0,8.0,7.0,7.0,Not a religious person,3.0,Male,1991.0,28.0,Married,Full time
CAN,124070106,1.0,1.0,2.0,1.0,8.0,8.0,7.0,Not a religious person,5.0,Female,1994.0,26.0,Living together as married,Full time
CAN,124070108,1.0,1.0,2.0,1.0,8.0,10.0,10.0,Not a religious person,4.0,Female,1991.0,29.0,Living together as married,Full time
CAN,124070109,1.0,1.0,1.0,1.0,8.0,5.0,8.0,Not a religious person,5.0,Female,1985.0,35.0,Single,Full time
CAN,124070111,2.0,1.0,1.0,1.0,10.0,10.0,10.0,An atheist,10.0,Male,1988.0,32.0,Single,Full time
CAN,124070112,1.0,1.0,2.0,1.0,8.0,7.0,6.0,A religious person,5.0,Male,1974.0,45.0,Living together as married,Full time
CAN,124070113,1.0,1.0,1.0,1.0,10.0,7.0,3.0,An atheist,5.0,Male,1988.0,32.0,Single,Unemployed
CAN,124070114,1.0,2.0,1.0,1.0,9.0,9.0,9.0,An atheist,8.0,Male,1980.0,39.0,Living together as married,Full time
CAN,124070115,4.0,4.0,1.0,1.0,2.0,1.0,3.0,Not a religious person,3.0,Male,1996.0,24.0,Living together as married,Part time
CAN,124070117,1.0,2.0,1.0,1.0,7.0,8.0,6.0,An atheist,7.0,Male,1982.0,38.0,Single,Full time
CAN,124070119,1.0,2.0,1.0,2.0,10.0,7.0,8.0,An atheist,2.0,Female,1991.0,29.0,Living together as married,Full time
CAN,124070120,1.0,1.0,1.0,1.0,7.0,7.0,7.0,Not a religious person,5.0,Female,1954.0,66.0,Widowed,Full time
CAN,124070121,1.0,2.0,2.0,2.0,7.0,7.0,7.0,An atheist,5.0,Female,1989.0,31.0,Single,Full time
CAN,124070122,1.0,1.0,2.0,1.0,7.0,8.0,6.0,A religious person,5.0,Female,1975.0,45.0,Single,Full time
CAN,124070123,1.0,1.0,2.0,2.0,8.0,8.0,6.0,A religious person,7.0,Female,1995.0,25.0,Married,Part time
CAN,124070125,1.0,2.0,1.0,3.0,6.0,5.0,3.0,Not a religious person,1.0,Male,1976.0,44.0,Married,Full time
CAN,124070126,2.0,3.0,2.0,2.0,8.0,8.0,8.0,A religious person,6.0,Male,1958.0,62.0,Married,Retired/pensioned
CAN,124070127,1.0,1.0,1.0,1.0,7.0,6.0,5.0,An atheist,3.0,Female,1974.0,45.0,Divorced,Full time
CAN,124070128,1.0,2.0,1.0,2.0,7.0,4.0,2.0,A religious person,5.0,Female,1969.0,51.0,Divorced,Full time
CAN,124070129,1.0,1.0,1.0,2.0,7.0,7.0,3.0,Not a religious person,5.0,Female,1987.0,33.0,Single,Student
CAN,124070130,1.0,2.0,1.0,1.0,9.0,6.0,4.0,An atheist,4.0,Male,1967.0,53.0,Married,Unemployed
CAN,124070131,1.0,1.0,1.0,2.0,7.0,7.0,7.0,Not a religious person,6.0,Male,1987.0,32.0,Living together as married,Full time
CAN,124070132,2.0,1.0,3.0,3.0,7.0,2.0,2.0,A religious person,4.0,Female,1991.0,28.0,Single,Student
CAN,124070133,1.0,1.0,1.0,1.0,9.0,9.0,8.0,Not a religious person,6.0,Female,1982.0,38.0,Living together as married,Full time
CAN,124070134,1.0,1.0,1.0,3.0,10.0,4.0,2.0,An atheist,1.0,Female,1987.0,32.0,Single,Full time
CAN,124070136,2.0,2.0,1.0,2.0,4.0,6.0,6.0,Not a religious person,5.0,Male,1992.0,27.0,Single,Full time
CAN,124070137,1.0,1.0,1.0,2.0,5.0,5.0,5.0,An atheist,2.0,Male,1973.0,47.0,Single,Part time
CAN,124070138,1.0,2.0,1.0,1.0,9.0,6.0,9.0,Not a religious person,5.0,Female,1997.0,23.0,Single,Full time
CAN,124070139,1.0,1.0,2.0,2.0,7.0,8.0,6.0,A religious person,4.0,Male,1980.0,40.0,Married,Full time
CAN,124070140,2.0,2.0,1.0,1.0,8.0,7.0,7.0,An atheist,2.0,Female,1987.0,33.0,Married,Full time
CAN,124070141,1.0,1.0,1.0,2.0,8.0,8.0,7.0,A religious person,6.0,Female,1952.0,68.0,Married,Retired/pensioned
CAN,124070142,2.0,2.0,1.0,1.0,4.0,8.0,8.0,A religious person,5.0,Female,1969.0,51.0,Divorced,Full time
CAN,124070143,2.0,1.0,2.0,2.0,6.0,6.0,5.0,A religious person,3.0,Female,1990.0,30.0,Married,Part time
CAN,124070144,3.0,2.0,2.0,2.0,6.0,6.0,5.0,An atheist,5.0,Male,1969.0,51.0,Single,Self employed
CAN,124070145,1.0,1.0,2.0,3.0,9.0,9.0,9.0,A religious person,10.0,Female,1940.0,80.0,Widowed,Retired/pensioned
CAN,124070146,2.0,2.0,1.0,3.0,8.0,7.0,9.0,An atheist,4.0,Male,1970.0,50.0,Single,Retired/pensioned
CAN,124070147,1.0,1.0,2.0,1.0,7.0,3.0,6.0,Not a religious person,7.0,Male,2001.0,19.0,Single,Part time
CAN,124070148,1.0,1.0,1.0,1.0,8.0,7.0,7.0,A religious person,3.0,Female,1994.0,26.0,Married,Full time
CAN,124070150,1.0,3.0,2.0,3.0,8.0,8.0,3.0,Not a religious person,5.0,Female,1966.0,53.0,Living together as married,Unemployed
CAN,124070151,1.0,1.0,1.0,1.0,10.0,10.0,10.0,An atheist,10.0,Male,1990.0,29.0,Living together as married,Part time
CAN,124070152,1.0,2.0,2.0,2.0,8.0,6.0,4.0,A religious person,5.0,Female,1982.0,37.0,Married,Part time
CAN,124070153,1.0,2.0,2.0,2.0,9.0,7.0,5.0,Not a religious person,4.0,Male,1987.0,33.0,Married,Full time
CAN,124070154,1.0,1.0,2.0,3.0,7.0,8.0,7.0,A religious person,1.0,Female,1933.0,86.0,Widowed,Self employed
CAN,124070155,1.0,1.0,2.0,2.0,5.0,5.0,4.0,Not a religious person,5.0,Female,1997.0,22.0,Living together as married,Student
CAN,124070156,1.0,3.0,2.0,2.0,8.0,6.0,7.0,Not a religious person,6.0,Female,1970.0,50.0,Single,Full time
CAN,124070158,1.0,1.0,1.0,2.0,8.0,8.0,7.0,An atheist,4.0,Male,1990.0,30.0,Single,Full time
CAN,124070159,1.0,1.0,2.0,1.0,9.0,5.0,4.0,Not a religious person,5.0,Female,1993.0,27.0,Separated,Part time
CAN,124070160,1.0,2.0,2.0,1.0,8.0,3.0,1.0,A religious person,5.0,Female,1975.0,45.0,Single,Unemployed
CAN,124070161,1.0,3.0,1.0,2.0,7.0,7.0,8.0,An atheist,4.0,Female,1999.0,20.0,Living together as married,Student
CAN,124070162,1.0,1.0,1.0,2.0,6.0,6.0,7.0,A religious person,8.0,Female,1997.0,23.0,Single,Part time
CAN,124070163,1.0,1.0,1.0,2.0,10.0,10.0,8.0,Not a religious person,5.0,Female,1993.0,27.0,Living together as married,Full time
CAN,124070164,1.0,1.0,1.0,1.0,7.0,7.0,7.0,Not a religious person,7.0,Female,1986.0,34.0,Married,Full time
CAN,124070166,1.0,2.0,1.0,1.0,7.0,8.0,7.0,Not a religious person,5.0,Male,1966.0,54.0,Married,Full time
CAN,124070169,2.0,1.0,1.0,1.0,8.0,8.0,5.0,An atheist,6.0,Female,1978.0,42.0,Single,Full time
CAN,124070171,1.0,2.0,1.0,2.0,5.0,5.0,6.0,A religious person,5.0,Male,2002.0,18.0,Single,Student
CAN,124070172,1.0,2.0,1.0,2.0,7.0,6.0,4.0,Not a religious person,3.0,Female,1994.0,26.0,Single,Full time
CAN,124070173,1.0,1.0,2.0,2.0,8.0,7.0,8.0,An atheist,3.0,Female,1955.0,65.0,Married,Retired/pensioned
CAN,124070174,1.0,2.0,1.0,1.0,9.0,7.0,6.0,An atheist,4.0,Female,1986.0,34.0,Married,Full time
CAN,124070175,1.0,1.0,1.0,2.0,8.0,8.0,7.0,Not a religious person,5.0,Male,1989.0,31.0,Living together as married,Full time
CAN,124070176,1.0,2.0,2.0,3.0,4.0,4.0,3.0,Not a religious person,7.0,Male,1971.0,49.0,Single,Retired/pensioned
CAN,124070177,2.0,1.0,3.0,3.0,8.0,7.0,7.0,An atheist,3.0,Female,1982.0,38.0,Married,Homemaker not otherwise employed
CAN,124070178,1.0,1.0,2.0,2.0,10.0,5.0,10.0,A religious person,5.0,Male,1998.0,21.0,Single,Student
CAN,124070179,1.0,2.0,3.0,4.0,8.0,8.0,9.0,A religious person,5.0,Female,1951.0,69.0,Divorced,Retired/pensioned
CAN,124070180,1.0,2.0,2.0,2.0,9.0,9.0,9.0,Not a religious person,7.0,Male,1964.0,56.0,Single,Retired/pensioned
CAN,124070181,1.0,2.0,2.0,2.0,7.0,7.0,7.0,Not a religious person,8.0,Female,1982.0,37.0,Married,Full time
CAN,124070182,2.0,2.0,2.0,2.0,9.0,7.0,8.0,Not a religious person,6.0,Female,1994.0,26.0,Living together as married,Student
CAN,124070183,1.0,1.0,2.0,2.0,8.0,8.0,8.0,A religious person,3.0,Female,1959.0,60.0,Divorced,Part time
CAN,124070184,2.0,2.0,1.0,1.0,9.0,8.0,8.0,Not a religious person,10.0,Female,1972.0,48.0,Married,Full time
CAN,124070185,1.0,2.0,4.0,4.0,3.0,2.0,1.0,Not a religious person,8.0,Male,1950.0,70.0,Married,Retired/pensioned
CAN,124070186,1.0,1.0,2.0,1.0,10.0,10.0,10.0,A religious person,7.0,Male,1946.0,74.0,Married,Retired/pensioned
CAN,124070187,1.0,2.0,1.0,2.0,5.0,7.0,7.0,An atheist,3.0,Male,1956.0,64.0,Married,Retired/pensioned
CAN,124070189,2.0,2.0,2.0,4.0,6.0,8.0,8.0,Not a religious person,3.0,Male,1954.0,66.0,Single,Retired/pensioned
CAN,124070190,1.0,1.0,1.0,1.0,10.0,10.0,7.0,Not a religious person,6.0,Female,1986.0,34.0,Married,Full time
CAN,124070191,1.0,1.0,2.0,4.0,9.0,8.0,7.0,An atheist,5.0,Female,1959.0,61.0,Single,Retired/pensioned
CAN,124070192,1.0,1.0,1.0,4.0,8.0,10.0,9.0,Not a religious person,5.0,Male,1962.0,58.0,Married,Retired/pensioned
CAN,124070193,1.0,1.0,2.0,4.0,7.0,6.0,5.0,A religious person,3.0,Male,1959.0,61.0,Divorced,Retired/pensioned
CAN,124070194,1.0,1.0,1.0,1.0,4.0,5.0,4.0,An atheist,5.0,Male,1986.0,34.0,Single,Unemployed
CAN,124070195,1.0,2.0,2.0,1.0,9.0,9.0,9.0,Not a religious person,4.0,Male,1943.0,77.0,Married,Retired/pensioned
CAN,124070196,1.0,3.0,1.0,2.0,10.0,6.0,6.0,A religious person,3.0,Female,1964.0,56.0,Divorced,Other
CAN,124070197,1.0,2.0,2.0,2.0,8.0,8.0,8.0,Not a religious person,5.0,Female,1977.0,43.0,Married,Full time
CAN,124070198,1.0,1.0,2.0,4.0,6.0,7.0,8.0,Not a religious person,7.0,Male,1954.0,65.0,Married,Retired/pensioned
CAN,124070199,2.0,3.0,3.0,4.0,6.0,8.0,3.0,Not a religious person,6.0,Male,1952.0,68.0,Single,Retired/pensioned
CAN,124070201,1.0,1.0,1.0,1.0,6.0,4.0,7.0,Not a religious person,7.0,Male,1976.0,44.0,Married,Full time
CAN,124070202,1.0,1.0,1.0,1.0,6.0,8.0,7.0,A religious person,7.0,Female,1975.0,45.0,Married,Part time
CAN,124070203,1.0,2.0,2.0,3.0,9.0,8.0,8.0,A religious person,7.0,Male,1956.0,64.0,Living together as married,Retired/pensioned
CAN,124070205,2.0,2.0,2.0,2.0,6.0,4.0,4.0,Not a religious person,6.0,Male,1988.0,32.0,Married,Part time
CAN,124070206,1.0,3.0,2.0,4.0,6.0,6.0,8.0,Not a religious person,3.0,Female,1953.0,67.0,Divorced,Retired/pensioned
CAN,124070207,2.0,2.0,2.0,4.0,8.0,8.0,9.0,A religious person,3.0,Female,1942.0,78.0,Married,Retired/pensioned
CAN,124070208,1.0,2.0,1.0,2.0,10.0,9.0,8.0,Not a religious person,5.0,Male,1987.0,32.0,Living together as married,Full time
CAN,124070209,1.0,1.0,1.0,2.0,8.0,8.0,8.0,A religious person,3.0,Male,1957.0,62.0,Married,Retired/pensioned
CAN,124070210,1.0,4.0,1.0,2.0,7.0,6.0,5.0,Not a religious person,7.0,Male,1971.0,49.0,Married,Full time
CAN,124070211,1.0,1.0,1.0,1.0,10.0,8.0,7.0,Not a religious person,7.0,Male,1983.0,37.0,Single,Full time
CAN,124070212,1.0,1.0,1.0,1.0,9.0,7.0,7.0,An atheist,7.0,Male,1996.0,24.0,Living together as married,Full time
CAN,124070213,1.0,1.0,2.0,2.0,9.0,8.0,9.0,A religious person,7.0,Female,1951.0,69.0,Married,Retired/pensioned
CAN,124070214,1.0,1.0,1.0,1.0,10.0,9.0,2.0,Not a religious person,9.0,Male,1954.0,66.0,Married,Self employed
CAN,124070215,1.0,1.0,2.0,4.0,8.0,7.0,3.0,A religious person,6.0,Female,1950.0,70.0,Separated,Retired/pensioned
CAN,124070216,1.0,2.0,2.0,2.0,8.0,6.0,2.0,An atheist,3.0,Female,1992.0,28.0,Single,Full time
CAN,124070217,3.0,2.0,2.0,4.0,4.0,7.0,3.0,Not a religious person,5.0,Female,1950.0,69.0,Divorced,Retired/pensioned
CAN,124070218,1.0,1.0,1.0,4.0,9.0,8.0,8.0,Not a religious person,7.0,Male,1951.0,68.0,Married,Retired/pensioned
CAN,124070219,1.0,1.0,1.0,1.0,9.0,8.0,9.0,Not a religious person,5.0,Male,1991.0,29.0,Living together as married,Self employed
CAN,124070223,1.0,2.0,2.0,3.0,9.0,7.0,5.0,A religious person,8.0,Female,1956.0,63.0,Separated,Retired/pensioned
CAN,124070224,2.0,1.0,1.0,2.0,10.0,7.0,5.0,An atheist,1.0,Male,1992.0,28.0,Married,Student
CAN,124070225,1.0,1.0,1.0,2.0,9.0,9.0,9.0,Not a religious person,9.0,Female,1975.0,45.0,Married,Full time
CAN,124070226,1.0,1.0,1.0,1.0,9.0,8.0,7.0,A religious person,5.0,Male,1953.0,67.0,Married,Retired/pensioned
CAN,124070227,1.0,2.0,2.0,2.0,8.0,8.0,6.0,Not a religious person,8.0,Male,1970.0,50.0,Married,Full time
CAN,124070228,1.0,1.0,1.0,3.0,5.0,7.0,8.0,Not a religious person,6.0,Female,1991.0,29.0,Married,Full time
CAN,124070230,1.0,3.0,1.0,4.0,9.0,6.0,4.0,A religious person,3.0,Female,1961.0,59.0,Married,Retired/pensioned
CAN,124070231,1.0,1.0,1.0,1.0,7.0,8.0,7.0,An atheist,3.0,Female,1991.0,29.0,Single,Student
CAN,124070232,1.0,1.0,1.0,4.0,8.0,7.0,7.0,An atheist,6.0,Male,1946.0,74.0,Married,Retired/pensioned
CAN,124070234,1.0,1.0,1.0,1.0,6.0,7.0,6.0,A religious person,9.0,Female,1982.0,38.0,Married,Full time
CAN,124070235,1.0,1.0,1.0,3.0,6.0,6.0,5.0,Not a religious person,2.0,Female,1983.0,37.0,Living together as married,Unemployed
CAN,124070236,1.0,2.0,2.0,2.0,4.0,7.0,3.0,Not a religious person,4.0,Female,1993.0,27.0,Married,Full time
CAN,124070237,1.0,1.0,1.0,2.0,8.0,8.0,7.0,Not a religious person,5.0,Male,1965.0,55.0,Married,Full time
CAN,124070238,1.0,1.0,2.0,1.0,7.0,7.0,5.0,Not a religious person,3.0,Male,1996.0,24.0,Single,Full time
CAN,124070239,2.0,2.0,2.0,2.0,7.0,8.0,7.0,Not a religious person,4.0,Male,1953.0,66.0,Married,Full time
CAN,124070240,1.0,2.0,2.0,3.0,7.0,8.0,8.0,A religious person,5.0,Female,1952.0,68.0,Married,Retired/pensioned
CAN,124070242,1.0,1.0,1.0,2.0,10.0,9.0,9.0,A religious person,7.0,Male,1984.0,35.0,Married,Full time
CAN,124070243,1.0,1.0,1.0,1.0,9.0,10.0,7.0,Not a religious person,3.0,Female,1997.0,23.0,Living together as married,Student
CAN,124070244,2.0,1.0,2.0,1.0,7.0,7.0,6.0,Not a religious person,3.0,Female,2002.0,18.0,Single,Student
CAN,124070245,1.0,1.0,2.0,1.0,9.0,8.0,8.0,Not a religious person,7.0,Female,1984.0,36.0,Living together as married,Full time
CAN,124070246,1.0,1.0,1.0,2.0,10.0,10.0,9.0,Not a religious person,7.0,Male,1969.0,51.0,Married,Self employed
CAN,124070247,1.0,2.0,1.0,1.0,5.0,6.0,4.0,Not a religious person,5.0,Female,1988.0,32.0,Single,Full time
CAN,124070250,1.0,1.0,1.0,3.0,7.0,7.0,7.0,An atheist,7.0,Male,1972.0,35.0,Single,Homemaker not otherwise employed
CAN,124070251,1.0,1.0,1.0,4.0,10.0,8.0,6.0,Not a religious person,5.0,Female,1954.0,65.0,Widowed,Retired/pensioned
CAN,124070252,1.0,1.0,1.0,1.0,8.0,8.0,8.0,A religious person,9.0,Female,1952.0,68.0,Married,Retired/pensioned
CAN,124070253,1.0,1.0,1.0,2.0,5.0,6.0,6.0,An atheist,1.0,Female,1994.0,26.0,Married,Homemaker not otherwise employed
CAN,124070254,3.0,2.0,1.0,2.0,7.0,7.0,7.0,Not a religious person,4.0,Male,1965.0,54.0,Separated,Full time
CAN,124070255,1.0,2.0,1.0,4.0,4.0,7.0,7.0,An atheist,1.0,Female,1964.0,56.0,Married,Retired/pensioned
CAN,124070256,1.0,1.0,2.0,1.0,8.0,9.0,6.0,A religious person,7.0,Female,1972.0,47.0,Married,Part time
CAN,124070257,1.0,2.0,2.0,4.0,6.0,5.0,5.0,Not a religious person,5.0,Female,1983.0,37.0,Married,Homemaker not otherwise employed
CAN,124070258,2.0,2.0,1.0,1.0,5.0,6.0,6.0,Not a religious person,3.0,Female,1990.0,29.0,Living together as married,Full time
CAN,124070259,1.0,1.0,1.0,1.0,8.0,6.0,7.0,Not a religious person,3.0,Female,1992.0,28.0,Living together as married,Full time
CAN,124070260,1.0,2.0,1.0,3.0,7.0,5.0,6.0,A religious person,6.0,Female,1981.0,39.0,Married,Full time
CAN,124070263,2.0,3.0,1.0,3.0,2.0,1.0,1.0,Not a religious person,4.0,Female,1986.0,34.0,Living together as married,Unemployed
CAN,124070264,1.0,1.0,1.0,1.0,8.0,7.0,7.0,A religious person,6.0,Female,1984.0,35.0,Married,Self employed
CAN,124070265,1.0,2.0,2.0,1.0,8.0,8.0,5.0,A religious person,7.0,Male,1983.0,37.0,Divorced,Full time
